toxicite,surface-chapeau,ecchymoses,attache-lamelles,taille-lamelles,forme-pied,surface-pied-sur-anneau,couleur-pied-sur-anneau,couleur-voile,type-anneau,population
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
toxique,écaillée,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,oui,libre,large,effilé,lisse,rose,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,large,effilé,lisse,blanc,blanc,évasé,abondante
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,effilé,lisse,blanc,blanc,évasé,dispersée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
toxique,écaillée,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,large,effilé,lisse,blanc,blanc,évasé,dispersée
comestible,fibreuse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,lisse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,effilé,lisse,blanc,blanc,évasé,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,oui,libre,large,effilé,lisse,gris,blanc,pendant,solitaire
toxique,lisse,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,non,libre,large,effilé,lisse,blanc,blanc,évasé,abondante
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
toxique,lisse,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
toxique,écaillée,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
toxique,écaillée,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
toxique,lisse,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,écaillée,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,oui,libre,large,effilé,lisse,gris,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,non,libre,large,effilé,lisse,blanc,blanc,évasé,abondante
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
toxique,lisse,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,fibreuse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
toxique,lisse,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,lisse,non,libre,large,effilé,lisse,blanc,blanc,évasé,dispersée
comestible,lisse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,oui,libre,étroit,effilé,lisse,blanc,blanc,pendant,variée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,variée
comestible,fibreuse,non,libre,large,effilé,fibreuse,blanc,blanc,évasé,abondante
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,nombreuse
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,écaillée,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,solitaire
toxique,lisse,oui,libre,étroit,élargissant,lisse,blanc,blanc,pendant,dispersée
comestible,fibreuse,non,libre,étroit,élargissant,lisse,blanc,blanc,pendant,solitaire
comestible,lisse,oui,libre,large,élargissant,lisse,blanc,blanc,pendant,dispersée
